,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GAME_SCORE,BPM
18,2016-11-29,24-156,UTA,HOME,HOU,W (+19),1,33:20,.760,.714,20.6,28.8,25.8,0.0,0.0,7.1,16.0,19.2,143,106,17.4,3.3
19,2016-12-01,24-158,UTA,HOME,MIA,L (-1),1,35:23,.750,.750,12.7,24.3,19.1,3.8,0.0,6.1,0.0,5.9,177,127,10.6,-0.6
20,2016-12-03,24-160,UTA,HOME,DEN,W (+7),1,36:48,.717,.750,10.6,26.1,18.6,4.2,1.4,4.4,17.0,7.7,137,102,10.4,-0.4
21,2016-12-05,24-162,UTA,AWAY,LAL,W (+6),1,38:52,.591,.571,25.3,25.8,25.6,3.7,1.4,8.5,7.8,15.1,136,103,19.6,2.9
22,2016-12-06,24-163,UTA,HOME,PHO,W (+7),1,38:16,.857,.750,10.8,21.4,16.5,0.0,0.0,7.6,18.9,19.5,145,107,21.6,3.7
23,2016-12-08,24-165,UTA,HOME,GSW,L (-7),1,35:23,.903,1.000,5.4,47.3,24.8,5.2,0.0,2.7,15.3,15.7,149,104,20.9,9.9
24,2016-12-10,24-167,UTA,HOME,SAC,W (+20),1,35:37,.893,.833,15.4,28.0,23.0,0.0,0.0,12.6,17.4,14.5,156,84,21.1,9.0
25,2016-12-14,24-171,UTA,HOME,OKC,W (+20),1,29:34,1.020,1.000,5.6,38.0,25.6,0.0,3.7,7.7,14.5,12.1,173,82,15.6,10.6
26,2016-12-16,24-173,UTA,HOME,DAL,W (+3),1,34:30,.702,.571,14.9,24.3,20.5,4.4,1.7,2.8,14.9,20.1,136,115,15.3,2.3
27,2016-12-18,24-175,UTA,AWAY,MEM,W (+9),1,38:24,.869,1.000,7.4,22.3,16.7,0.0,1.5,5.4,19.9,20.5,128,78,19.2,9.1
28,2016-12-20,24-177,UTA,AWAY,GSW,L (-30),1,31:07,.751,.833,6.0,53.8,27.9,8.0,0.0,4.6,21.5,13.3,117,98,12.8,6.8
29,2016-12-21,24-178,UTA,HOME,SAC,L (-1),1,35:11,.704,.667,6.8,37.2,22.7,5.5,1.6,7.7,0.0,17.4,150,99,19.5,8.7
30,2016-12-23,24-180,UTA,HOME,TOR,L (-6),1,35:17,.781,.714,10.2,41.6,25.1,4.8,1.5,0.0,10.7,12.2,150,112,15.8,5.3
31,2016-12-27,24-184,UTA,AWAY,LAL,W (+2),1,37:15,.630,.667,19.8,16.1,17.9,3.9,1.5,3.8,38.7,19.1,91,110,9.0,-5.4
32,2016-12-29,24-186,UTA,HOME,PHI,W (+17),1,33:25,.457,.600,7.8,33.6,22.2,9.4,3.2,4.6,9.2,15.7,100,81,11.6,2.2
33,2016-12-31,24-188,UTA,HOME,PHO,W (+5),1,37:24,.882,.875,6.8,28.8,19.2,0.0,0.0,5.5,16.4,16.2,147,89,19.2,8.9
34,2017-01-02,24-190,UTA,AWAY,BRK,W (+12),1,37:38,.537,.500,18.6,27.3,22.7,7.8,1.4,7.5,12.5,18.4,118,89,16.9,4.1
35,2017-01-03,24-191,UTA,AWAY,BOS,L (-11),1,34:19,.450,.375,19.4,36.1,27.1,0.0,0.0,3.3,10.1,13.7,109,129,8.8,-7.9
36,2017-01-05,24-193,UTA,AWAY,TOR,L (-8),1,35:48,.521,.300,26.1,21.9,23.6,0.0,0.0,5.7,12.2,21.9,119,111,15.3,1.5
37,2017-01-07,24-195,UTA,AWAY,MIN,W (+2),1,31:15,.530,.500,24.4,21.4,23.0,6.3,1.8,10.2,8.1,19.4,122,100,14.8,1.6
38,2017-01-08,24-196,UTA,AWAY,MEM,L (-9),1,36:16,.443,.333,21.5,17.9,19.9,9.9,4.5,2.5,34.7,11.5,94,93,9.4,1.1
39,2017-01-10,24-198,UTA,HOME,CLE,W (+8),1,36:26,.739,.714,13.2,27.4,21.0,4.2,4.2,2.4,40.2,15.6,96,86,12.1,2.6
40,2017-01-13,24-201,UTA,HOME,DET,W (+33),1,30:59,.750,.750,11.9,25.2,18.9,4.0,1.7,7.9,33.3,9.5,122,78,10.0,3.0
41,2017-01-14,24-202,UTA,HOME,ORL,W (+7),1,36:02,.786,.778,15.9,44.4,30.1,8.4,0.0,5.6,0.0,14.4,170,102,24.8,11.0
42,2017-01-16,24-204,UTA,AWAY,PHO,W (+5),1,36:27,.634,.667,16.8,38.1,26.3,4.3,1.5,8.9,12.3,19.8,124,101,21.2,7.1
43,2017-01-20,24-208,UTA,AWAY,DAL,W (+5),1,41:29,.693,.667,26.1,40.8,33.3,4.6,1.3,4.0,9.3,24.0,144,101,30.8,11.0
44,2017-01-21,24-209,UTA,HOME,IND,W (+9),1,33:26,.779,.800,17.1,23.9,20.2,0.0,0.0,2.5,14.1,18.2,137,106,18.0,3.9
45,2017-01-23,24-211,UTA,HOME,OKC,L (-2),1,36:01,.497,.556,8.9,22.2,15.3,4.5,0.0,8.5,7.6,16.5,103,101,11.2,0.5
46,2017-01-24,24-212,UTA,AWAY,DEN,L (-10),1,24:47,.539,.500,13.2,29.8,21.0,7.1,0.0,3.9,28.2,26.1,87,107,5.9,-5.5
47,2017-01-26,24-214,UTA,HOME,LAL,W (+8),1,37:31,.580,.500,8.0,29.1,18.1,0.0,0.0,11.0,0.0,9.8,136,90,14.5,4.3
48,2017-01-28,24-216,UTA,HOME,MEM,L (-7),1,38:14,.837,.600,13.5,25.8,20.2,10.0,1.5,2.3,10.0,14.2,170,120,17.4,6.1
49,2017-02-01,24-220,UTA,HOME,MIL,W (+16),1,34:07,.747,.692,17.2,28.8,23.2,6.0,1.5,2.8,10.3,26.0,144,93,23.9,9.3
50,2017-02-04,24-223,UTA,HOME,CHO,W (+7),1,37:47,.469,.400,16.6,26.6,21.4,7.2,2.7,7.8,10.5,11.6,122,94,13.9,3.8
51,2017-02-06,24-225,UTA,AWAY,ATL,W (+25),1,33:45,.866,1.000,4.4,16.9,11.5,10.2,1.6,7.5,19.8,14.3,142,101,15.5,5.7
52,2017-02-08,24-227,UTA,AWAY,NOP,W (+33),1,29:54,.460,.400,26.8,33.6,30.2,11.6,0.0,6.1,8.4,18.1,131,98,13.5,0.0
53,2017-02-09,24-228,UTA,AWAY,DAL,L (-7),1,35:59,.644,.556,10.5,46.5,27.6,14.0,0.0,4.4,30.0,21.6,103,108,12.1,-1.5
54,2017-02-11,24-230,UTA,HOME,BOS,L (-8),1,33:45,.574,.500,12.1,44.1,24.3,0.0,1.5,6.9,14.1,18.7,114,115,12.5,-1.7
55,2017-02-13,24-232,UTA,HOME,LAC,L (-16),1,24:52,.417,.417,28.1,26.9,27.6,10.5,0.0,3.4,0.0,22.1,106,95,12.0,5.9
56,2017-02-15,24-234,UTA,HOME,POR,W (+23),1,32:20,.763,.800,10.9,29.0,20.5,0.0,0.0,7.8,26.0,16.3,120,89,13.0,2.1
57,2017-02-24,24-243,UTA,AWAY,MIL,W (+14),1,33:18,.744,.714,17.0,41.2,30.3,9.7,0.0,7.7,28.4,20.1,119,98,16.0,4.4
58,2017-02-26,24-245,UTA,AWAY,WAS,W (+10),1,36:11,.738,.500,12.8,45.2,32.3,12.7,1.3,8.2,28.2,17.1,125,84,19.4,8.8
59,2017-02-28,24-247,UTA,AWAY,OKC,L (-3),1,31:58,.689,.667,3.4,43.6,20.0,0.0,0.0,8.3,9.6,14.8,124,111,12.4,1.0
60,2017-03-01,24-248,UTA,HOME,MIN,L (-27),1,21:11,.571,.571,16.8,22.7,19.3,0.0,0.0,7.3,27.6,22.7,89,116,6.5,-4.2
61,2017-03-03,24-250,UTA,HOME,BRK,W (+15),1,33:00,.828,1.000,0.0,20.8,11.7,0.0,0.0,4.9,23.1,12.3,114,98,8.9,-1.4
62,2017-03-05,24-252,UTA,AWAY,SAC,W (+1),1,41:27,.673,.727,14.5,57.5,35.0,12.5,1.3,5.8,0.0,13.2,151,102,23.6,9.4
63,2017-03-06,24-253,UTA,HOME,NOP,W (+5),1,35:59,.663,.600,23.2,22.7,22.9,16.0,2.8,5.2,15.0,16.7,136,81,20.3,10.9
64,2017-03-08,24-255,UTA,AWAY,HOU,W (+7),1,36:01,.866,.875,8.6,23.7,17.5,4.2,1.5,2.8,13.1,19.9,157,113,21.6,8.4
65,2017-03-13,24-260,UTA,HOME,LAC,W (+6),1,37:08,.854,.833,11.8,24.5,18.5,11.2,0.0,2.7,13.4,10.2,167,122,13.2,4.5
66,2017-03-15,24-262,UTA,AWAY,DET,W (+14),1,35:53,.732,.833,10.8,17.8,14.7,22.8,0.0,7.3,32.8,16.5,113,89,14.0,6.2
67,2017-03-16,24-263,UTA,AWAY,CLE,L (-8),1,36:50,.744,.769,12.8,38.0,25.0,6.2,2.8,4.9,13.0,19.3,130,85,23.1,13.2
68,2017-03-18,24-265,UTA,AWAY,CHI,L (-9),1,35:23,.477,.455,16.6,24.3,20.0,11.2,0.0,11.1,12.8,20.0,105,102,12.9,1.1
69,2017-03-20,24-267,UTA,AWAY,IND,L (-7),1,37:10,.546,.583,14.0,25.3,19.7,12.5,0.0,15.4,6.4,18.9,121,105,20.5,8.3
70,2017-03-22,24-269,UTA,HOME,NYK,W (+7),1,38:05,.863,.867,34.9,6.8,22.5,5.1,1.4,8.5,12.9,26.5,160,112,38.9,19.6
71,2017-03-25,24-272,UTA,AWAY,LAC,L (-13),1,36:03,.747,.769,19.4,22.2,20.7,5.6,0.0,4.7,18.7,26.4,126,114,23.6,8.8
72,2017-03-27,24-274,UTA,HOME,NOP,W (+8),1,39:31,.689,.727,5.6,48.0,26.8,3.9,0.0,11.0,6.4,18.3,133,99,22.0,5.7
73,2017-03-29,24-276,UTA,AWAY,SAC,W (+30),1,34:13,.694,.625,15.2,40.6,28.1,0.0,0.0,0.0,0.0,16.4,156,94,17.3,2.4
74,2017-03-31,24-278,UTA,HOME,WAS,W (+7),1,37:59,.597,.667,6.7,20.6,14.5,5.0,0.0,5.4,0.0,17.7,127,97,15.1,2.6
75,2017-04-02,24-280,UTA,AWAY,SAS,L (-6),1,40:32,.598,.600,18.0,25.9,21.3,18.3,0.0,12.3,5.9,19.1,136,115,25.4,10.7
76,2017-04-04,24-282,UTA,HOME,POR,W (+19),1,35:17,.962,1.000,4.7,28.9,19.7,8.8,1.6,7.2,0.0,14.7,203,90,24.0,15.3
77,2017-04-07,24-285,UTA,HOME,MIN,W (+7),1,27:20,.775,.778,0.0,24.4,13.1,5.4,1.9,5.6,16.2,21.9,123,118,12.7,-1.2
78,2017-04-08,24-286,UTA,AWAY,POR,L (-15),1,30:46,.888,.833,7.1,28.1,18.3,6.7,0.0,10.2,12.0,13.2,159,106,16.2,8.2
79,2017-04-10,24-288,UTA,AWAY,GSW,W (+6),1,33:15,.599,.583,18.0,40.3,28.6,0.0,0.0,5.2,6.6,20.0,126,102,17.2,1.6
80,2017-04-12,24-290,UTA,HOME,SAS,W (+4),1,28:58,.580,.556,4.9,30.1,19.1,0.0,0.0,2.5,21.1,23.1,92,105,7.9,-5.8
